#{"t_start": 1670488161.3200238, "env_id": "jss-v1"}
r,l,t,episode_makespan
-5.616162,706,3.114043,3003
0.040404,691,3.936579,2975
-8.040404,693,7.965251,3015
43.878788,684,8.738285,2758
2.060606,681,9.480776,2965
1.252525,671,13.286614,2969
20.242424,655,14.000627,2875
-5.414141,650,14.712095,3002
48.121212,650,15.414278,2737
39.838384,663,19.167201,2778
18.828283,651,19.877822,2882
26.505051,648,20.586201,2844
21.656566,649,24.246762,2868
-16.727273,647,24.955814,3058
-4.20202,638,25.647775,2996
19.030303,642,29.387318,2881
23.070707,637,30.074462,2861
23.474747,642,30.767346,2859
35.393939,636,34.482762,2800
63.676768,623,35.156669,2660
44.484848,628,35.839636,2755
46.909091,632,39.622868,2743
66.909091,637,40.318371,2644
38.424242,627,41.008862,2785
8.323232,624,41.690653,2934
21.656566,630,45.37342,2868
44.888889,635,46.057526,2753
36.40404,627,46.739991,2795
59.434343,623,50.49287,2681
28.727273,629,51.180341,2833
69.939394,624,51.860506,2629
26.909091,617,55.586262,2842
46.909091,622,56.305178,2743
31.151515,620,57.011084,2821
50.747475,630,60.746121,2724
-6.626263,629,61.442173,3008
20.848485,631,62.129069,2872
24.080808,628,62.810196,2856
-9.656566,617,66.515684,3023
57.212121,621,67.19015,2692
68.323232,617,67.861158,2637
19.636364,625,71.508477,2878
42.868687,624,72.186352,2763
49.535354,626,72.864598,2730
-1.979798,622,76.597575,2985
-13.69697,625,77.274275,3043
22.060606,622,77.951843,2866
18.020202,623,78.627386,2886
29.737374,620,82.347801,2828
42.666667,626,83.031075,2764
8.727273,630,83.71317,2932
18.020202,615,87.416358,2886
33.575758,621,88.091175,2809
22.262626,617,88.762415,2865
18.222222,620,92.415443,2885
-13.494949,620,93.087987,3042
57.212121,619,93.759863,2692
25.89899,611,97.473334,2847
60.040404,605,98.146415,2678
7.919192,610,98.809278,2936
38.222222,614,99.475875,2786
-16.121212,619,103.203041,3055
62.060606,615,103.868523,2668
75.191919,614,104.531559,2603
53.575758,612,108.25778,2710
52.565657,626,108.93616,2715
-13.69697,623,109.615023,3043
24.484848,615,113.336134,2854
6.30303,630,114.033056,2944
40.848485,618,114.705335,2773
24.686869,622,115.382434,2853
-4.40404,621,119.200336,2997
33.575758,622,119.874102,2809
80.646465,610,120.535263,2576
55.191919,615,124.201983,2702
