#{"t_start": 1670450343.4567988, "env_id": "jss-v1"}
r,l,t,episode_makespan
-24.989899,696,3.783859,3146
9.757576,686,5.184521,2974
19.858586,702,9.701303,2924
34.20202,667,11.061182,2853
20.262626,676,12.43728,2922
22.080808,669,13.776661,2913
35.616162,658,18.25171,2846
10.161616,658,19.573331,2972
-23.777778,661,20.889511,3140
28.141414,644,25.273821,2883
48.343434,655,26.584812,2783
7.737374,641,27.863609,2984
16.626263,647,32.377818,2940
6.121212,648,33.675285,2992
30.363636,642,34.947284,2872
41.474747,629,39.260232,2817
19.454545,631,40.527964,2926
73.59596,640,41.806148,2658
10.363636,618,46.062458,2971
4.10101,629,47.310964,3002
45.919192,617,48.559466,2795
66.929293,625,52.899157,2691
49.353535,628,54.155602,2778
42.686869,628,55.410944,2811
26.929293,618,56.649224,2889
41.070707,619,60.798214,2819
100.464646,619,62.039335,2525
79.454545,622,63.277261,2629
47.131313,617,67.494925,2789
46.525253,617,68.611122,2792
50.767677,627,69.87063,2771
51.373737,616,74.251963,2768
14.808081,622,75.463319,2949
20.060606,633,76.514685,2923
-20.747475,622,77.764201,3125
45.717172,627,82.090555,2796
54.0,623,83.2797,2755
82.686869,620,84.452338,2613
-5.59596,618,88.758448,3050
-40.141414,619,90.010389,3221
58.646465,610,91.1093,2732
73.393939,630,95.424227,2659
20.464646,616,96.645125,2921
-1.555556,624,97.914128,3030
12.181818,618,99.022779,2962
26.323232,627,103.470445,2892
12.585859,613,104.689975,2960
53.191919,632,105.943031,2759
-39.737374,619,110.133469,3219
42.282828,626,111.387802,2813
1.878788,621,112.630353,3013
21.474747,620,117.114619,2916
50.969697,626,118.401857,2770
25.717172,630,119.69391,2895
29.757576,622,124.148425,2875
-25.191919,632,125.40858,3147
45.313131,616,126.654909,2798
53.79798,620,127.902167,2756
29.353535,624,132.136952,2877
61.676768,626,133.395755,2717
35.818182,629,134.624479,2845
-15.69697,623,138.909808,3100
-17.111111,618,140.157731,3107
58.848485,618,141.396944,2731
-7.212121,630,145.796738,3058
58.040404,622,147.039042,2735
-14.080808,629,148.295199,3092
48.141414,615,149.521641,2784
21.272727,619,153.895982,2917
-14.888889,619,155.142061,3096
35.616162,614,156.36108,2846
0.868687,631,160.666409,3018
50.565657,622,161.901884,2772
-9.838384,616,163.128799,3071
-7.414141,623,167.366123,3059
48.747475,627,168.55507,2781
-1.353535,622,169.791235,3029
49.151515,624,174.209493,2779
34.0,629,175.349783,2854
16.424242,616,176.584553,2941
-26.808081,622,177.822998,3155
72.989899,615,182.03411,2661
-12.262626,622,183.156124,3083
14.20202,637,184.427327,2952
48.141414,626,188.732157,2784
-26.0,624,189.991805,3151
26.121212,631,190.990167,2893
35.818182,628,195.407582,2845
6.323232,632,196.654296,2991
-18.727273,614,197.900548,3115
35.414141,619,198.915127,2847
-5.59596,620,202.536703,3050
12.989899,625,203.332519,2958
-3.575758,623,204.024312,3040
42.686869,626,207.8934,2811
11.777778,629,208.759854,2964
22.282828,632,209.674805,2912
44.10101,631,213.612396,2804
0.060606,627,214.529842,3022
37.030303,621,215.398676,2839
30.767677,628,219.458884,2870
76.424242,626,220.331968,2644
-5.59596,617,221.20662,3050
22.282828,630,222.110737,2912
0.262626,624,226.366201,3021
30.363636,619,227.599743,2872
-39.737374,622,228.852401,3219
21.474747,617,233.099784,2916
34.808081,622,234.357218,2850
16.828283,630,235.615134,2939
59.858586,625,240.007231,2726
-4.383838,627,241.281305,3044
16.424242,621,242.526449,2941
45.515152,618,243.762116,2797
26.727273,615,248.159883,2890
40.464646,617,249.398274,2822
8.545455,615,250.616733,2980
7.939394,616,254.978123,2983
43.090909,630,256.222705,2809
-44.181818,622,257.471172,3241
20.464646,625,261.939723,2921
36.222222,615,263.171683,2843
-12.060606,625,264.426011,3082
11.979798,622,268.714451,2963
56.222222,619,269.956939,2744
18.848485,626,271.205085,2929
9.353535,614,272.412768,2976
-35.89899,620,276.650386,3200
41.070707,621,277.894045,2819
8.141414,618,279.124779,2982
66.121212,610,283.28583,2695
22.080808,626,284.471686,2913
-8.020202,614,285.695625,3062
4.707071,622,289.996331,2999
27.131313,613,291.131746,2888
21.070707,613,292.159487,2918
48.949495,608,293.375845,2780
48.747475,608,297.62707,2781
32.585859,616,298.832739,2861
16.626263,609,299.928979,2940
29.757576,611,304.289331,2875
67.535354,608,305.498531,2688
56.222222,609,306.652086,2744
-12.868687,603,310.781909,3086
20.060606,613,312.00855,2923
50.767677,608,313.232876,2771
37.636364,615,314.41282,2836
70.161616,605,318.691113,2675
53.393939,611,319.929573,2758
-10.848485,608,321.1406,3076
13.59596,610,325.415184,2955
22.282828,603,326.611563,2912
68.141414,607,327.82702,2685
9.959596,616,329.047443,2973
58.646465,617,333.435858,2732
16.020202,608,334.661627,2943
46.323232,610,335.870354,2793
22.282828,608,340.232837,2912
11.575758,611,341.449285,2965
89.959596,610,342.655949,2577
78.444444,615,347.158746,2634
-11.454545,611,348.37463,3079
52.585859,601,349.578127,2762
-0.141414,613,350.806113,3023
39.656566,606,355.127164,2826
37.030303,608,356.341498,2839
-8.424242,612,357.573947,3064
47.333333,604,361.831705,2788
-3.171717,609,363.062335,3038
56.424242,608,364.278983,2743
33.59596,607,368.564099,2856
32.989899,604,369.753612,2859
11.575758,610,370.973407,2965
61.070707,608,372.17917,2720
-23.373737,611,376.405383,3138
66.323232,606,377.62228,2694
76.020202,601,378.814821,2646
46.121212,607,383.174117,2794
75.818182,602,384.248745,2647
-15.292929,604,385.449033,3098
29.151515,607,389.729393,2878
30.969697,604,390.939756,2869
68.949495,604,392.015589,2681
29.757576,603,393.235,2875
75.818182,603,397.530459,2647
58.646465,605,398.728504,2732
17.636364,600,399.822746,2935
-72.868687,601,404.261421,3383
59.454545,607,405.47786,2728
20.868687,603,406.50314,2919
45.515152,604,407.623287,2797
48.949495,602,411.902453,2780
-10.040404,606,413.116046,3072
17.838384,604,414.210569,2934
90.969697,603,418.607154,2572
49.151515,607,419.836469,2779
55.616162,605,421.055952,2747
74.40404,601,425.269491,2654
73.191919,605,426.492228,2660
40.262626,609,427.720387,2823
-28.828283,602,428.928782,3165
80.060606,609,433.211204,2626
9.959596,609,434.442276,2973
74.808081,603,435.652723,2652
58.242424,605,440.085279,2734
46.727273,608,441.305016,2791
50.363636,606,442.51739,2773
-41.959596,606,443.731993,3230
53.191919,611,448.126013,2759
42.282828,601,449.35568,2813
82.484848,611,450.578399,2614
16.828283,606,454.802054,2939
61.878788,607,456.031612,2716
72.585859,601,457.222605,2663
29.353535,602,461.60555,2877
65.717172,607,462.855031,2697
11.979798,603,464.069666,2963
29.151515,606,465.289137,2878
31.777778,604,469.625114,2865
-46.40404,609,470.852796,3252
85.717172,600,472.04465,2598
72.989899,604,476.437154,2661
44.30303,604,477.654056,2803
63.69697,610,478.889578,2707
89.353535,604,483.160251,2580
-27.818182,606,484.331466,3160
54.808081,605,485.527251,2751
61.272727,607,486.732035,2719
70.161616,604,490.99298,2675
44.10101,605,492.215657,2804
74.40404,606,493.415594,2654
47.535354,606,497.810906,2787
76.424242,602,498.909271,2644
56.424242,602,500.115615,2743
8.545455,604,501.339399,2980
48.141414,608,505.728365,2784
35.616162,600,506.819169,2846
11.575758,601,508.0307,2965
69.353535,602,512.312362,2679
48.747475,603,513.467114,2781
47.131313,600,514.604082,2789
37.636364,601,518.904166,2836
35.010101,604,520.107338,2849
38.444444,603,521.228532,2832
27.737374,606,522.276064,2885
50.767677,608,526.517638,2771
51.979798,604,527.723785,2765
38.242424,606,528.913332,2833
68.747475,603,533.24571,2682
21.272727,602,534.459315,2917
10.969697,603,535.678516,2968
77.232323,600,536.760286,2640
69.353535,605,541.155025,2679
-2.161616,603,542.357219,3033
46.121212,609,543.567799,2794
101.878788,602,547.784622,2518
87.737374,602,548.999685,2588
44.909091,603,550.225435,2800
92.989899,602,554.56487,2562
45.919192,603,555.790551,2795
21.474747,612,557.035702,2916
17.232323,604,558.252806,2937
22.686869,616,562.598368,2910
38.040404,608,563.812965,2834
8.545455,608,565.029273,2980
-51.858586,601,569.379673,3279
61.474747,603,570.598287,2718
-23.777778,605,571.804869,3140
36.828283,602,573.027565,2840
64.30303,606,577.391733,2704
80.666667,602,578.603178,2623
38.848485,607,579.817215,2830
26.525253,602,584.167688,2891
69.353535,604,585.39331,2679
99.252525,606,586.611821,2531
87.939394,601,590.971863,2587
76.828283,602,592.181959,2642
87.939394,603,593.394211,2587
93.59596,602,594.628291,2559
90.969697,606,598.793487,2572
81.878788,602,600.001563,2617
72.585859,603,601.220062,2663
77.030303,602,605.50866,2641
-7.414141,602,606.591914,3059
69.959596,601,607.797432,2676
51.373737,604,608.997146,2768
101.474747,602,613.299501,2520
82.080808,606,614.409932,2616
78.646465,603,615.640893,2633
26.727273,601,620.011907,2890
49.757576,601,621.16423,2776
63.090909,607,622.285557,2710
73.79798,601,626.669245,2657
54.808081,603,627.884582,2751
35.818182,601,628.990069,2845
15.212121,605,630.174357,2947
115.616162,603,634.45228,2450
8.747475,605,635.667722,2979
83.69697,607,636.749543,2608
48.141414,614,640.943839,2784
62.686869,604,642.163524,2712
18.848485,605,643.373202,2929
12.787879,605,647.515147,2959
1.070707,608,648.730588,3017
41.070707,607,649.939433,2819
47.333333,608,651.151983,2788
-54.080808,611,655.452235,3290
27.737374,615,656.69392,2885
2.080808,608,657.889729,3012
66.727273,612,662.237363,2692
29.959596,608,663.434749,2874
19.050505,608,664.638021,2928
-18.727273,616,665.872846,3115
60.262626,611,670.257421,2724
54.808081,616,671.506341,2751
53.191919,607,672.711604,2759
84.505051,604,677.130386,2604
68.343434,617,678.376177,2684
-1.151515,617,679.620029,3028
68.747475,602,683.98226,2682
92.787879,609,685.225014,2563
39.656566,611,686.449017,2826
59.858586,613,687.649999,2726
69.555556,610,692.066955,2678
30.767677,612,693.285481,2870
33.393939,617,694.511992,2857
82.080808,615,698.681065,2616
79.252525,604,699.900703,2630
55.818182,610,701.118362,2746
33.59596,605,705.41158,2856
62.080808,601,706.475003,2715
89.555556,604,707.673148,2579
41.070707,608,708.895199,2819
83.494949,605,713.094291,2609
26.121212,606,714.058616,2893
61.272727,604,715.269197,2719
67.131313,603,719.565919,2690
65.515152,602,720.754181,2698
63.292929,604,721.858207,2709
41.676768,601,726.15946,2816
45.919192,603,727.392146,2795
14.0,606,728.601294,2953
38.040404,607,729.681585,2834
68.141414,603,734.09556,2685
92.181818,605,735.29828,2566
10.565657,608,736.510502,2970
3.89899,604,740.693822,3003
28.545455,610,741.919702,2881
38.040404,610,743.144756,2834
58.646465,605,744.338084,2732
65.313131,602,748.582621,2699
15.414141,607,749.796214,2946
26.121212,603,751.006684,2893
36.424242,604,755.363255,2842
84.707071,602,756.564911,2603
16.626263,609,757.793404,2940
59.252525,604,762.109822,2729
88.141414,602,763.316248,2586
61.474747,605,764.511384,2718
-25.59596,602,765.717348,3149
53.191919,602,770.079185,2759
57.232323,607,771.306987,2739
36.222222,604,772.50693,2843
60.060606,601,776.987511,2725
73.79798,602,778.189278,2657
32.585859,602,779.376338,2861
67.333333,602,780.581326,2689
96.222222,607,785.016908,2546
36.424242,602,786.235319,2842
56.626263,606,787.457293,2742
34.808081,603,791.798893,2850
91.373737,610,793.021614,2570
40.868687,606,794.222714,2820
76.626263,602,798.317552,2643
32.787879,603,799.495746,2860
83.090909,603,800.706574,2611
16.626263,605,801.911163,2940
103.292929,605,806.118577,2511
33.59596,607,807.340658,2856
-69.838384,604,808.546129,3368
25.717172,615,812.988583,2895
35.212121,607,814.085721,2848
105.111111,608,815.292085,2502
66.727273,604,819.621279,2692
25.717172,609,820.858256,2895
13.79798,606,821.961382,2954
-46.606061,613,823.171107,3253
73.59596,607,827.602342,2658
56.828283,606,828.715659,2741
66.525253,606,829.783558,2693
70.161616,604,834.132634,2675
79.454545,606,835.350706,2629
60.060606,603,836.4541,2725
21.676768,606,837.653527,2915
52.585859,609,841.944264,2762
-21.353535,615,843.195901,3128
-22.969697,619,844.320868,3136
58.848485,610,848.747175,2731
20.060606,607,849.962165,2923
-12.666667,606,851.189315,3085
-35.090909,613,855.444131,3196
56.424242,608,856.697618,2743
45.313131,615,857.924145,2798
46.323232,616,859.046467,2793
57.030303,606,863.418712,2740
55.818182,605,864.646346,2746
7.535354,610,865.882756,2985
-1.151515,608,870.085837,3028
33.393939,606,871.279705,2857
34.20202,614,872.503936,2853
-11.656566,612,876.816943,3080
-17.919192,616,878.05869,3111
5.515152,615,879.275517,2995
45.111111,618,880.516234,2799
