#{"t_start": 1670444233.0381896, "env_id": "jss-v1"}
r,l,t,episode_makespan
24.505051,697,3.482611,2961
54.0,679,4.919523,2815
-29.636364,693,9.604618,3229
0.262626,683,10.814573,3081
24.30303,664,12.128804,2962
-14.282828,659,13.414112,3153
1.676768,657,17.956677,3074
39.656566,646,19.094952,2886
24.30303,663,20.41149,2962
4.707071,653,24.837985,3059
16.222222,653,26.020235,3002
56.424242,650,27.308878,2803
-4.989899,658,31.73326,3107
9.959596,639,32.979833,3033
81.070707,644,34.141023,2681
7.939394,633,38.635141,3043
74.808081,635,39.872752,2712
38.040404,642,41.100513,2894
70.969697,628,45.216447,2731
18.040404,630,46.463812,2993
8.141414,631,47.701861,3042
47.737374,632,51.909383,2846
28.545455,634,53.156547,2941
39.656566,625,54.397518,2886
-16.10101,632,55.63448,3162
14.808081,619,59.975847,3009
54.0,625,61.19776,2815
74.20202,618,62.408297,2715
-13.676768,617,66.876291,3150
-9.636364,634,68.137651,3130
66.121212,627,69.378762,2755
-17.515152,626,73.859245,3169
33.79798,628,75.111892,2915
64.707071,623,76.324667,2762
42.080808,633,77.582861,2874
61.878788,630,81.978474,2776
45.111111,634,83.223926,2859
27.939394,632,84.465649,2944
16.828283,621,88.720911,2999
50.767677,614,89.911505,2831
46.525253,627,91.154853,2852
60.262626,625,95.496485,2784
30.565657,615,96.672125,2931
46.323232,622,97.901655,2853
8.747475,619,102.295616,3039
41.474747,612,103.3789,2877
62.080808,622,104.594458,2775
54.808081,622,105.828192,2811
19.858586,619,110.266789,2984
78.444444,612,111.340317,2694
8.949495,618,112.564495,3038
23.090909,621,116.951191,2968
43.494949,621,118.187026,2867
23.69697,615,119.150707,2965
32.989899,614,123.491066,2919
12.585859,610,124.708875,3020
48.343434,610,125.921962,2843
24.505051,609,127.023764,2961
26.727273,606,131.240716,2950
40.464646,610,132.463557,2882
23.090909,612,133.624469,2968
2.484848,612,137.953553,3070
-60.545455,613,139.174336,3382
75.212121,608,140.38586,2710
52.585859,610,144.622018,2822
25.919192,617,145.846576,2954
39.050505,610,147.056417,2889
45.111111,616,148.283972,2859
70.565657,609,152.473881,2733
45.313131,608,153.677939,2858
42.080808,609,154.874226,2874
49.757576,613,159.239203,2836
59.656566,618,160.461321,2787
38.242424,619,161.67533,2893
9.353535,612,166.013327,3036
45.919192,615,167.232424,2855
23.89899,612,168.443438,2964
-1.959596,610,169.647436,3092
34.808081,615,174.022827,2910
60.666667,613,175.219779,2782
62.080808,616,176.436157,2775
42.484848,614,180.878941,2872
53.191919,611,182.080881,2819
50.565657,619,183.31137,2832
72.585859,616,187.748711,2723
-67.616162,617,188.973556,3417
8.949495,615,190.199727,3038
76.626263,608,191.416858,2703
56.424242,611,195.413955,2803
20.666667,612,196.614743,2980
17.636364,613,197.809832,2995
21.272727,608,202.114107,2977
10.565657,619,203.200583,3030
68.141414,612,204.41152,2745
58.848485,613,208.774949,2791
29.353535,612,209.976902,2937
6.727273,620,211.069944,3049
8.747475,614,212.261451,3039
8.949495,613,216.500214,3038
36.020202,612,217.69868,2904
51.171717,614,218.801242,2829
44.707071,608,223.053957,2861
40.060606,613,224.258852,2884
26.121212,612,225.473908,2953
5.717172,619,229.654017,3054
56.828283,613,230.869196,2801
74.0,615,232.080336,2716
59.454545,614,233.293715,2788
35.616162,610,237.521366,2906
48.949495,608,238.72423,2840
48.949495,606,239.923985,2840
57.838384,612,244.210249,2796
51.373737,605,245.417767,2828
80.060606,608,246.63208,2686
28.343434,606,247.848903,2942
70.161616,606,252.206614,2735
20.868687,604,253.394128,2979
81.676768,603,254.576028,2678
76.222222,605,258.809792,2705
72.383838,605,260.001295,2724
90.565657,603,261.186133,2634
66.929293,604,265.595618,2751
55.616162,603,266.800207,2807
58.444444,606,267.995785,2793
22.686869,605,269.191925,2970
44.707071,607,273.35218,2861
83.292929,601,274.526956,2670
82.888889,602,275.741156,2672
9.353535,600,280.027139,3036
47.939394,604,281.180468,2845
81.272727,602,282.377569,2680
41.070707,603,286.662114,2879
21.676768,608,287.768345,2975
48.141414,609,288.95279,2844
31.373737,606,290.14885,2927
48.545455,604,294.444352,2842
53.191919,605,295.503445,2819
96.828283,607,296.676603,2603
27.939394,605,300.99184,2944
90.969697,603,302.187783,2632
32.585859,602,303.267498,2921
52.787879,607,304.454218,2821
20.666667,605,308.651238,2980
47.535354,604,309.835886,2847
58.242424,604,310.925295,2794
62.282828,603,315.131403,2774
39.858586,606,316.328167,2885
26.121212,601,317.52224,2953
51.575758,603,321.654194,2827
44.505051,602,322.86324,2862
62.686869,600,324.060366,2772
49.959596,602,325.247381,2835
33.59596,604,329.584136,2916
55.818182,602,330.776415,2806
83.292929,603,332.006977,2670
28.545455,602,336.28293,2941
77.838384,602,337.47639,2697
55.818182,600,338.680008,2806
12.383838,608,339.885803,3021
54.606061,606,344.109482,2812
40.666667,603,345.29583,2881
28.747475,603,346.503662,2940
50.969697,602,350.712577,2830
29.555556,603,351.92071,2936
63.69697,601,353.116263,2767
51.979798,603,357.373121,2825
-15.494949,618,358.613482,3159
22.888889,621,359.84335,2969
3.69697,609,361.058632,3064
42.484848,608,365.284886,2872
35.010101,607,366.501813,2909
-3.373737,605,367.684629,3099
12.989899,604,371.940519,3018
40.464646,611,373.044972,2882
34.20202,603,374.222986,2913
46.525253,608,375.431184,2852
31.373737,607,379.75077,2927
