,episode,timesteps,time,reward,makespan,model_id
0,0,678,3.9087305068969727,42.747474747474726,2853,0
1,1,682,5.7109761238098145,3.1515151515150777,3049,0
2,2,686,7.481645584106445,22.949494949494866,2951,0
3,3,676,12.948691844940186,-18.868686868686886,3158,0
4,4,670,14.461740255355835,4.7676767676766785,3041,0
5,5,678,15.988595485687256,21.93939393939393,2956,0
6,6,660,21.44240689277649,-8.565656565656521,3107,0
7,7,664,23.01110315322876,51.232323232323246,2811,0
8,8,652,24.48802900314331,0.5252525252526179,3062,0
9,9,640,29.777238130569458,37.09090909090909,2881,0
10,10,640,31.30320715904236,61.13131313131314,2762,0
11,11,642,32.7828152179718,58.30303030303035,2776,0
12,12,650,38.21997332572937,47.393939393939284,2830,0
13,13,633,39.66121959686279,29.414141414141383,2919,0
14,14,633,41.100332736968994,55.4747474747477,2790,0
15,15,629,46.50709891319275,31.232323232323086,2910,0
16,16,617,47.94405651092529,59.515151515151565,2770,0
17,17,633,49.37083959579468,39.31313131313141,2870,0
18,18,622,54.73300647735596,51.83838383838373,2808,0
19,19,618,56.15341758728027,5.373737373737258,3038,0
20,20,622,57.57774329185486,61.737373737373844,2759,0
21,21,630,59.00551104545593,43.757575757575815,2848,0
22,22,626,64.32129335403442,52.444444444444414,2805,0
23,23,625,65.76928353309631,79.71717171717161,2670,0
24,24,621,67.20307493209839,56.080808080808055,2787,0
25,25,620,72.58302617073059,44.96969696969704,2842,0
26,26,614,73.98037314414978,71.03030303030314,2713,0
27,27,616,75.38321185112,44.969696969697026,2842,0
28,28,612,80.72568035125732,26.989898989899018,2931,0
29,29,618,82.12662124633789,39.31313131313131,2870,0
30,30,615,83.55720043182373,52.64646464646477,2804,0
31,31,620,85.00772619247437,17.696969696969617,2977,0
32,32,618,90.58148193359375,2.9494949494950413,3050,0
33,33,610,92.06264734268188,49.01010101010091,2822,0
34,34,613,93.55203437805176,51.63636363636364,2809,0
35,35,622,98.88836193084717,69.21212121212118,2722,0
36,36,617,100.29321503639221,16.484848484848534,2983,0
37,37,616,101.7095456123352,64.9696969696969,2743,0
38,38,609,107.1576714515686,41.53535353535355,2859,0
39,39,618,108.63864254951477,59.51515151515143,2770,0
40,40,613,110.06581687927246,62.34343434343445,2756,0
41,41,618,111.49034214019775,58.90909090909086,2773,0
42,42,613,116.82062768936157,24.36363636363643,2944,0
43,43,626,118.27156186103821,11.232323232323145,3009,0
44,44,616,119.66118550300598,54.66666666666676,2794,0
45,45,610,124.99172043800354,43.757575757575665,2848,0
46,46,615,126.4237699508667,41.53535353535341,2859,0
47,47,615,127.83653664588928,53.65656565656561,2799,0
48,48,620,133.26380562782288,39.3131313131313,2870,0
49,49,613,134.64329361915588,52.24242424242425,2806,0
50,50,618,136.03809261322021,57.89898989898977,2778,0
51,51,623,137.46513080596924,31.434343434343393,2909,0
52,52,614,142.75554633140564,39.91919191919204,2867,0
53,53,606,144.12615132331848,40.12121212121208,2866,0
54,54,611,145.51784896850586,20.92929292929303,2961,0
55,55,617,150.86067724227905,21.535353535353497,2958,0
56,56,618,152.2911241054535,22.545454545454625,2953,0
57,57,616,153.70537328720093,48.40404040404037,2825,0
58,58,618,159.02538633346558,59.313131313131294,2771,0
59,59,621,160.41961193084717,22.141414141414245,2955,0
60,60,622,161.80422973632812,82.3434343434343,2657,0
61,61,618,167.20715880393982,55.67676767676753,2789,0
62,62,620,168.62172985076904,-7.959595959595783,3104,0
63,63,618,170.00458312034607,66.1818181818182,2737,0
64,64,616,171.39315581321716,49.21212121212112,2821,0
65,65,617,176.7928216457367,60.32323232323235,2766,0
66,66,616,178.28003025054932,56.686868686868515,2784,0
67,67,612,179.6721646785736,45.979797979798015,2837,0
68,68,614,185.04953479766846,23.757575757575758,2947,0
69,69,611,186.40718626976013,53.65656565656553,2799,0
70,70,607,187.7594439983368,71.03030303030305,2713,0
71,71,607,193.1289143562317,63.151515151515156,2752,0
72,72,613,194.55475616455078,71.83838383838376,2709,0
73,73,622,195.9645574092865,14.4646464646464,2993,0
74,74,614,197.35201811790466,-23.919191919192027,3183,0
75,75,610,202.57447791099548,62.14141414141418,2757,0
76,76,606,203.96807765960693,22.94949494949497,2951,0
