,episode,timesteps,time,reward,makespan,model_id
0,0,696,3.0797030925750732,21.232323232323225,2954,0
1,1,709,3.926988124847412,-31.89898989898996,3217,0
2,2,685,7.990785598754883,-11.696969696969752,3117,0
3,3,680,8.74672818183899,15.373737373737352,2983,0
4,4,678,9.49315857887268,40.62626262626281,2858,0
5,5,668,13.342927694320679,26.888888888888996,2926,0
6,6,671,14.08982253074646,4.060606060605918,3039,0
7,7,670,14.827412366867065,26.282828282828206,2929,0
8,8,660,15.571966886520386,15.979797979797944,2980,0
9,9,644,19.38988184928894,52.343434343434424,2800,0
10,10,655,20.099106550216675,58.40404040404037,2770,0
11,11,650,20.799224853515625,49.51515151515146,2814,0
12,12,653,24.614818572998047,27.292929292929173,2924,0
13,13,640,25.308969736099243,49.31313131313138,2815,0
14,14,636,25.99669313430786,17.393939393939537,2973,0
15,15,639,29.70753002166748,77.1919191919192,2677,0
16,16,627,30.389782190322876,51.33333333333326,2805,0
17,17,632,31.07809042930603,7.696969696969669,3021,0
18,18,625,34.75162863731384,42.040404040404226,2851,0
19,19,628,35.42728018760681,12.747474747474715,2996,0
20,20,622,36.0974805355072,-19.575757575757617,3156,0
21,21,628,39.82032513618469,-8.060606060606066,3099,0
22,22,620,40.49547529220581,2.848484848484926,3045,0
23,23,620,41.16446280479431,41.23232323232338,2855,0
24,24,631,41.84498071670532,62.646464646464636,2749,0
25,25,619,45.42614698410034,24.868686868687004,2936,0
26,26,621,46.09845733642578,20.626262626262662,2957,0
27,27,623,46.77125096321106,-9.272727272727185,3105,0
28,28,614,50.471521615982056,56.18181818181803,2781,0
29,29,638,51.15566158294678,50.72727272727276,2808,0
30,30,625,51.82870626449585,28.10101010101007,2920,0
31,31,621,55.4436240196228,59.414141414141376,2765,0
32,32,623,56.11197233200073,38.60606060606062,2868,0
33,33,615,56.77355694770813,21.030303030303084,2955,0
34,34,626,57.44382858276367,29.11111111111138,2915,0
35,35,618,61.12312173843384,-0.18181818181816922,3060,0
36,36,613,61.78350901603699,-14.727272727272664,3132,0
37,37,626,62.45489263534546,61.43434343434333,2755,0
38,38,612,66.00093698501587,-18.161616161616173,3149,0
39,39,621,66.66864132881165,-3.4141414141412874,3076,0
40,40,623,67.34371638298035,73.55555555555556,2695,0
41,41,625,71.07987236976624,8.707070707070809,3016,0
42,42,625,71.75135278701782,10.92929292929302,3005,0
43,43,626,72.42477083206177,-7.85858585858583,3098,0
44,44,619,76.15723752975464,-11.494949494949608,3116,0
45,45,625,76.84122061729431,-5.030303030303038,3084,0
46,46,617,77.50572443008423,33.15151515151486,2895,0
47,47,614,78.1682939529419,24.868686868686876,2936,0
48,48,613,81.86855220794678,19.21212121212113,2964,0
49,49,619,82.53575563430786,35.77777777777768,2882,0
50,50,614,83.20091438293457,75.97979797979811,2683,0
51,51,615,86.82891368865967,3.05050505050505,3044,0
52,52,614,87.492506980896,25.878787878787936,2931,0
53,53,613,88.15222668647766,-5.0303030303029495,3084,0
54,54,616,91.84781646728516,43.050505050505016,2846,0
55,55,611,92.51158213615417,34.767676767676676,2887,0
56,56,619,93.18197274208069,11.535353535353552,3002,0
57,57,615,93.84861731529236,5.070707070707005,3034,0
58,58,613,97.51558089256287,-32.50505050505052,3220,0
59,59,619,98.18553566932678,45.0707070707072,2836,0
60,60,610,98.8434624671936,42.242424242424256,2850,0
61,61,619,102.48671007156372,60.62626262626257,2759,0
62,62,621,103.15822458267212,30.52525252525246,2908,0
63,63,616,103.8263897895813,-8.868686868686861,3103,0
64,64,622,107.48351120948792,23.858585858585904,2941,0
65,65,625,108.1614248752594,-30.080808080808044,3208,0
66,66,613,108.82356929779053,13.555555555555365,2992,0
67,67,621,109.49419951438904,40.42424242424262,2859,0
68,68,620,113.06194305419922,-13.3131313131314,3125,0
69,69,618,113.72796821594238,6.484848484848644,3027,0
70,70,615,114.39182686805725,22.444444444444546,2948,0
71,71,610,118.02461624145508,65.27272727272724,2736,0
72,72,620,118.69354891777039,-13.111111111111168,3124,0
73,73,611,119.35519886016846,28.70707070707068,2917,0
74,74,611,122.97953128814697,34.969696969697026,2886,0
75,75,609,123.64107823371887,-54.727272727272705,3330,0
76,76,612,124.30390286445618,6.4848484848484205,3027,0
77,77,615,124.96863174438477,15.575757575757828,2982,0
78,78,621,128.62140274047852,51.93939393939399,2802,0
79,79,609,129.27914834022522,-9.474747474747307,3106,0
80,80,615,129.9426784515381,-11.090909090909276,3114,0
81,81,612,133.5714008808136,18.0,2970,0
82,82,630,134.25104141235352,27.292929292929323,2924,0
83,83,622,134.92259979248047,12.141414141414282,2999,0
84,84,614,138.5787217617035,-1.1919191919192578,3065,0
85,85,613,139.24362421035767,36.181818181818066,2880,0
86,86,627,139.9215795993805,37.19191919191931,2875,0
87,87,617,140.59264063835144,-12.303030303030292,3120,0
88,88,622,144.2480525970459,10.121212121212121,3009,0
89,89,619,144.91664934158325,-5.434343434343412,3086,0
90,90,616,145.58089089393616,-15.939393939394087,3138,0
91,91,627,149.1728208065033,-21.595959595959688,3166,0
92,92,618,149.84486985206604,26.282828282828234,2929,0
93,93,620,150.51612663269043,12.949494949494849,2995,0
94,94,621,154.17481350898743,42.848484848484716,2847,0
95,95,628,154.85304713249207,-37.151515151515035,3243,0
96,96,618,155.52128386497498,56.38383838383847,2780,0
97,97,619,156.19325137138367,28.70707070707083,2917,0
98,98,626,159.81048583984375,28.303030303030262,2919,0
99,99,622,160.48063397407532,37.19191919191917,2875,0
100,100,622,161.1527805328369,21.23232323232328,2954,0
101,101,619,164.87612628936768,46.28282828282852,2830,0
102,102,616,165.54184865951538,-16.54545454545447,3141,0
103,103,621,166.21079754829407,0.8282828282829371,3055,0
104,104,619,169.83828115463257,-14.727272727272744,3132,0
105,105,614,170.50206565856934,6.8888888888889515,3025,0
106,106,620,171.1725549697876,-18.96969696969699,3153,0
107,107,622,174.81728529930115,12.14141414141413,2999,0
108,108,612,175.48802208900452,49.71717171717167,2813,0
109,109,618,176.15684485435486,20.424242424242493,2958,0
110,110,618,176.82353854179382,7.898989898989814,3020,0
111,111,621,180.46246218681335,-37.75757575757557,3246,0
112,112,620,181.1321096420288,34.36363636363624,2889,0
113,113,616,181.79656744003296,-16.7474747474747,3142,0
114,114,618,185.41933631896973,-15.33333333333331,3135,0
115,115,616,186.0853443145752,10.929292929292956,3005,0
116,116,615,186.74923181533813,30.323232323232254,2909,0
117,117,618,190.37950491905212,17.393939393939498,2973,0
118,118,621,191.05559372901917,43.25252525252536,2845,0
119,119,617,191.7220754623413,5.272727272727311,3033,0
120,120,633,192.4044749736786,7.696969696969678,3021,0
121,121,617,196.04442310333252,-3.010101010100975,3074,0
122,122,621,196.71499156951904,51.13131313131307,2806,0
123,123,616,197.38170194625854,-2.0000000000000533,3069,0
124,124,621,201.05867958068848,4.060606060606052,3039,0
125,125,619,201.72557878494263,31.939393939393916,2901,0
126,126,618,202.393315076828,16.787878787878633,2976,0
127,127,618,206.0417206287384,-21.39393939393944,3165,0
128,128,610,206.70371437072754,8.707070707070725,3016,0
129,129,608,207.36488842964172,10.525252525252323,3007,0
130,130,613,208.0285918712616,-15.939393939393916,3138,0
131,131,612,211.6752495765686,29.111111111111132,2915,0
132,132,615,212.34210109710693,33.95959595959597,2891,0
133,133,626,213.01756024360657,25.070707070707027,2935,0
134,134,619,216.6702802181244,3.454545454545478,3042,0
135,135,625,217.347594499588,-14.92929292929296,3133,0
136,136,619,218.01802587509155,11.33333333333319,3003,0
137,137,626,221.5362582206726,45.070707070707044,2836,0
138,138,617,222.20512795448303,-20.181818181818194,3159,0
139,139,615,222.87250113487244,-13.515151515151445,3126,0
140,140,624,223.55229830741882,15.575757575757528,2982,0
141,141,614,227.23761177062988,4.060606060606066,3039,0
142,142,613,227.90018129348755,19.414141414141483,2963,0
143,143,612,228.5621497631073,15.575757575757514,2982,0
144,144,622,232.19574093818665,11.131313131313014,3004,0
145,145,616,232.8620207309723,14.363636363636363,2988,0
146,146,618,233.53283834457397,4.868686868686938,3035,0
147,147,614,237.1555745601654,23.85858585858584,2941,0
148,148,621,237.8278090953827,26.4848484848485,2928,0
149,149,614,238.49430990219116,5.878787878787934,3030,0
150,150,613,239.15949988365173,-8.060606060605926,3099,0
151,151,611,242.73698544502258,-7.454545454545428,3096,0
152,152,616,243.40322828292847,13.353535353535275,2993,0
153,153,614,244.06882858276367,6.68686868686871,3026,0
154,154,615,247.65563559532166,18.808080808080884,2966,0
155,155,616,248.32197880744934,23.252525252525288,2944,0
156,156,611,248.98201537132263,-26.64646464646475,3191,0
157,157,612,252.63874053955078,14.767676767676912,2986,0
158,158,608,253.29630613327026,18.60606060606061,2967,0
159,159,611,253.95695233345032,26.080808080808012,2930,0
160,160,613,254.62085509300232,10.121212121212325,3009,0
161,161,612,258.2552881240845,-0.787878787878741,3063,0
162,162,611,258.9142246246338,-10.686868686868594,3112,0
163,163,613,259.5773537158966,-15.535353535353634,3136,0
164,164,611,263.2351129055023,14.363636363636266,2988,0
165,165,605,263.88864302635193,-15.131313131313155,3134,0
166,166,611,264.5481860637665,36.18181818181817,2880,0
167,167,608,268.20691323280334,36.3838383838383,2879,0
168,168,607,268.8641710281372,17.59595959595955,2972,0
169,169,607,269.5222978591919,-13.717171717171583,3127,0
170,170,606,270.17848563194275,10.929292929292881,3005,0
171,171,610,273.7422993183136,-5.232323232323207,3085,0
172,172,605,274.3960735797882,-15.737373737373641,3137,0
173,173,607,275.05293464660645,-18.565656565656493,3151,0
174,174,605,278.7235195636749,-30.484848484848317,3210,0
175,175,606,279.3806631565094,-2.8080808080808346,3073,0
176,176,607,280.03577399253845,29.111111111111178,2915,0
