,instance_name,rewards,makespans
0,taillard/ta41.txt,-8.909091430716217,3172.0
1,taillard/ta42.txt,62.84848444163799,2748.0
2,taillard/ta43.txt,13.898989605717361,2889.0
3,taillard/ta44.txt,51.63636321853846,2793.0
4,taillard/ta45.txt,-6.343434683047235,3096.0
5,taillard/ta46.txt,34.606061465106905,2911.0
6,taillard/ta47.txt,49.353535323403776,2778.0
7,taillard/ta48.txt,38.02020245976746,2809.0
8,taillard/ta49.txt,66.30303070694208,2647.0
9,taillard/ta50.txt,49.030303506180644,2823.0
